,Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
13,13,1500 E Main St,Fast Food Restaurants,Eastland,US,32.401088,-98.790162,Golden Chick,76448,TX,"http://locations.goldenchick.com/tx/eastland/1202,http://goldenchick.com"
121,121,1232 Providence Blvd,Fast Food Restaurant,Deltona,US,28.8829,-81.2413,KFC,32725,FL,"http://www.kfc.com,http://kfc.com"
166,166,3051 W Apache Trl,Fast Food,Apache Junction,US,33.415079999999996,-111.57883999999999,KFC,85120,AZ,"http://www.kfc.com,http://www.kfc.com/"
218,218,2305 N Saint Marys St,American Restaurant and Fast Food Restaurant,Beeville,US,28.421414000000002,-97.756843,Golden Chick,78102,TX,"http://locations.goldenchick.com/tx/beeville/1001,http://goldenchick.com"
221,221,96 Cannan Dr,Fast Food Restaurants,Angleton,US,29.18105,-95.44666,Chicken Express,77515,TX,http://www.chickene.com
363,363,1051 W Maple Ave,Fast Food Restaurants,Eunice,US,30.48697,-92.42648,Krispy Krunchy Chicken,70535,LA,"http://www.krispykrunchy.com,http://www.krispykrunchy.com/?utm_source=yext&utm_medium=listing&utm_campaign=1700"
443,443,3820 Lamar Ave,Fast Food Restaurants,Paris,US,33.66189,-95.506573,Chicken Express,75462,TX,"http://www.chickene.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJCZ-uhqCiqLo4r4RGY7PpJOxxZRUsNBYI1zsEEI6q4bwva89KDNOMXtOVeQexFQJi3UnIHm4laqpkqlIkPGzozL3d0a1ntB_mkfWwH2bqAyNQG58lnDNsTYCSEu_7Lf96UOAH0ZwslvKyLQawHy47yPXMJIbyAHhpeBWM4ndKhLMnFkVIvDhHd6usC8J3xHjxKciiAxHU-j1LMuR6ES4x_IspH5LrhZwHt4JSNlmHRWZuMdod9nbyJv7T6EZvU-A5NOpa5jbkS7lFA7tmjqF3B20lZWvlboFAjVWlAyyrNNbz8tnaVcxV9ClA25-tyVUajbfdnMTPESPSHr34KZ0o2i5EZuLleltk&placement=listing_profile&cs_user=unknown&cs_session=12e38b34970910d467cae97dca6a629b54e7f8a2"
444,444,5100 Davis Blvd,"Fried Chicken Joint, Fast Food Restaurant, and Food",North Richland Hills,US,32.840958,-97.21383,Chicken Express,76180,TX,http://chickene.com
445,445,904 W Eldorado Pkwy,Fast Food Restaurant,Little Elm,US,33.154826,-96.946861,Chicken Express,75068,TX,http://www.chickene.com
446,446,4704 4th St,Fast Food Restaurant,Lubbock,US,33.59233,-101.914511,Chicken Express,79416,TX,http://www.chickene.com
447,447,791 Keller Pkwy,Fried Chicken Joint and Fast Food Restaurant,Keller,US,32.934360999999996,-97.23605699999999,Chicken Express,76248,TX,"http://www.chickene.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJh7wFlPk5k4geLW0NxBTlZtePbseR5hbJ_9AI7hpwWBSSmpPY6TfynDnh8W8ynI7GrrsWqvRHfs9nuJt_YMP3dG-E2FIZ0DMIhueOmFCUbW-NETdgV_R5mtOSbls8PR29aCWIlTn1QfF_c25rViCIFOU75BmdTMeJubzrrYJ5uIg4Wjd8DI4aPUPGyHCQQki_yKN1_dl59fmrVEbl9WnBl4V0EAmEy8ekHZII1HIYxfE6F6aSgnOTdSjq7hTFkHdi5qEUKdNkMvZqXgxo576mbIvHONdJzCh9TOT17jSbLbyphEez-5kBa3iEPJfEJBs4jiWAgFWnthy8kpgrsYcspiOKTzhsKl9x&placement=listing_profile&cs_user=unknown&cs_session=2520a8d817deecc091b69b2544ac6ff5d426a547"
448,448,305 N Rice St,Fast Food Restaurants,Hamilton,US,31.721935,-98.118673,Chicken Express,76531,TX,http://www.chickene.com
449,449,1108 N Grand Ave,Fast Food Restaurants,Gainesville,US,33.636432,-97.13330500000001,Chicken Express,76240,TX,http://www.chickene.com
450,450,1451 E Main St,Fast Food Restaurants,Eastland,US,32.401465,-98.791001,Chicken Express,76448,TX,http://www.chickene.com
594,594,7199 Mission St,Fast Food,Daly City,US,37.69382,-122.46455800000001,KFC,94014,CA,http://www.kfc.com/
597,597,9345 Parkway E,"Fast Food Restaurant, American Restaurant, and Sandwich Place Huffman",Birmingham,US,33.590333,-86.697132,Chick-fil-A,35215,AL,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/parkwayeast,http://chick-fil-a.com/parkwayeast"
598,598,1005 Foxcroft Ave,Fast Food Restaurant,Martinsburg,US,39.446673,-77.986674,Chick-fil-A,25401,WV,"http://www.chick-fil-a.com/foxcroftavenue,http://www.chick-fil-a.com,http://chick-fil-a.com/foxcroftavenue"
599,599,1300 N Eisenhower Dr,Fast Food Restaurants,Beckley,US,37.802793,-81.181533,Chick-fil-A,25801,WV,"http://www.chick-fil-a.com/beckley,http://www.chick-fil-a.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJBLy8FS5XosUpKASW08G8xauSVVz5YHUK-iEtwU0JmMebeEnaOKs-E44mIlr-lszAlQQI5d2lvt2NBjtaSyeF7Z2MoMnGt5IvTHTocneOBxBBSehDg7F2L011h-2ch70Y-VPu7oYEiTIOBxzG-630M4UApBIAgSLBQszAJol4He8bBVlT8R44jWBiYt2HU-vBrAkM36Xb7cQm4vxq7Da7sLbHWR3f6CR4UJh2emUPVJRk8FLsgOIbTLpU9fHL8VxDDslwHCbd3TdrAvBJ5_CNBS51B6z69qbvI7HWV-Qwm6eXw6RbPQz_sJscgVCKo3h1zEMCj362ZSja38MOyfSEFkENaI1MJ0A02c_8pvP2kh8&placement=listing_profile&cs_user=unknown&cs_session=221b7ac1c77d9dc8d87d68ecdca6d0e2bad081fc"
600,600,5003a Victory Blvd,Fast Food Restaurant,Yorktown,US,37.115608,-76.468184,Chick-fil-A,23693,VA,"http://www.chick-fil-a.com/victoryboulevard,http://www.chick-fil-a.com"
601,601,6732 Mooretown Rd,Fast Food Restaurants,Williamsburg,US,37.339529999999996,-76.738285,Chick-fil-A,23188,VA,"http://www.chick-fil-a.com/mooretownroad,http://chick-fil-a.com/mooretownroad,http://www.chick-fil-a.com"
602,602,5409 Indian River Rd,Fast Food Restaurants,Virginia Beach,US,36.798702,-76.178946,Chick-fil-A,23464,VA,"http://www.chick-fil-a.com/indianriverroad,http://www.chick-fil-a.com"
603,603,4802 Valley View Blvd NW,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Roanoke,US,37.308619,-79.96242600000001,Chick-fil-A,24012,VA,"http://www.chick-fil-a.com/valleyviewmall,http://chick-fil-a.com/valleyviewmall"
605,605,4374 Electric Rd,Fast Food Restaurants,Roanoke,US,37.228457,-79.977693,Chick-fil-A,24018,VA,http://www.chick-fil-a.com
606,606,9100 W Broad St,Fast Food Restaurants,Henrico,US,37.636558,-77.549903,Chick-fil-A,23294,VA,"http://www.chick-fil-a.com/tuckernuckplaza,http://www.chick-fil-a.com"
611,611,1205 N Military Hwy,Fast Food Restaurant,Norfolk,US,36.864964,-76.210719,Chick-fil-A,23502,VA,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/broadcreekcrossing"
612,612,2901 Candlers Mountain Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Lynchburg,US,37.36773,-79.175586,Chick-fil-A,24502,VA,"http://www.chick-fil-a.com/candlersmountaindto,http://www.chick-fil-a.com,http://chick-fil-a.com/candlersmountaindto"
613,613,2140 Coliseum Dr,Fast Food Restaurants,Hampton,US,37.048521,-76.39071700000001,Chick-fil-A,23666,VA,"http://www.chick-fil-a.com/coliseumdrive,http://www.chick-fil-a.com,http://chick-fil-a.com/coliseumdrive"
614,614,1698 Carl D Silver Pkwy,Fast Food Restaurant,Fredericksburg,US,38.305008,-77.509345,Chick-fil-A,22401,VA,"http://www.chick-fil-a.com/centralpark,http://www.chick-fil-a.com"
615,615,325 Piedmont Dr,Fast Food Restaurant,Danville,US,36.595957,-79.422353,Chick-fil-A,24540,VA,"http://www.chick-fil-a.com/piedmontmall,http://chick-fil-a.com/parksidetowncommons,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJUP_OwnsvRZcqxApW8X4oMGeHHWFTW-KsVDyu1ssj_Ye8f1haJX1TUgyLjKMaX0ft3vMgpiaSSIxH_R4LWs3VOoYnfZTh_5AjI6cXypFBOBgfmAveveickOXNuN9Wpvp9IglKRuvi9tqko0K3l3rNAO1O3engvtkRwcOgjFJc6lkEn5vYJUIMu7UHGY7Ww1-8zHpesVapbw7U8y8VY-2RFV4YZkVwIL25GNHFBnRwSygaZePKhQtH3E6PKZzCL7NLY4NH_BFGidcKVwiR5Z-RxGqBXnReOHuhJPXuM6XG7ihadU8aKc9MZM4Ui7e49TMA29ZKxMGN7Ih65U8BQ1ZKowjtt_Bm2Aq1HD8bbd-tXo8&placement=listing_profile&cs_user=unknown&cs_session=6e17d49d6b137ead49c0360813a497e2011c6fb1"
616,616,4412 Chantilly Pl,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Chantilly,US,38.887485,-77.44462299999999,Chick-fil-A,20151,VA,http://chick-fil-a.com/chantillyplace
617,617,1576 Rio Rd E,Fast Food Restaurants,Charlottesville,US,38.078584,-78.473337,Chick-fil-A,22901,VA,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/charlottesvillefashionsquare"
618,618,350 Woodbrook Dr,Fast Food Restaurants,Charlottesville,US,38.088271999999996,-78.471184,Chick-fil-A,22901,VA,"http://chick-fil-a.com/woodbrookdrive,http://www.chick-fil-a.com/woodbrookdrive,http://www.chick-fil-a.com"
619,619,6191 S State St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Salt Lake City,US,40.636461,-111.886187,Chick-fil-A,84107,UT,http://chick-fil-a.com/fashionplace
708,708,946 Highway 69,Fast Food Restaurants,Fort Scott,US,37.79675,-94.70744,Krispy Krunchy Chicken,66701,KS,http://www.krispykrunchy.com
727,727,215 W 11th St,Fast Food Restaurants,Coffeyville,US,37.0326,-95.6188,KFC,67337,KS,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJagszsvgY21SY8jpgEnTnZPiK9mdFrpRooTQBh1uFLJF8h2rk6FX5QkszWN7jXPhjDJStc8Q0DeQJzjUyhjiG3AQk-1Hpc-uSlkedhu7optrTZE6kEQfM85r9RR7aTgPMNCxOZlo7OCkiwBGPCkNTYutgfcGVKQeGXeUzW2p5vreXmBcHgJUIfKx4OkOJWcMSuJ1nPIQeurdRwxf09Cy-De4nkvKMOxHmrG3UexnV3UmeB0O3pwgMKM_FJi60rZY4UiwZfzAnA5_kGe-3TogLrXIafEkRv4wphumJfWAJYZg4c0vppfZWMRbjjq-dSMyYRbHCepw34BBCBaiv8QGIeA&placement=listing_profile&cs_user=unknown&cs_session=2ba93c20533d1337911edc771aa368bc56902131"
868,868,4239 Winterville Pkwy,Fast Food Restaurants,Winterville,US,35.546412,-77.404309,Chick-fil-A,28590,NC,"http://www.chick-fil-a.com/winterville,http://www.chick-fil-a.com"
875,875,6108C Arlington Blvd,Fast Food Restaurant,Falls Church,US,38.868724,-77.144013,Chick-fil-A,22044,VA,"http://www.chick-fil-a.com/sevencorners,http://www.chick-fil-a.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ0aEpj_pqn5PjP-tWUE4d-cBOmNCQ3lMeLpJoqhzicZcuyUlYNlarpnX88mlVrUs-5wlUqrZy2Krc99k0agAi6VmLADv0ek-C2OcnHuLKnXyWxboZ7FX5rIl2NKdtMKDDzhrKcBLFqW2xg6dXlQ7zNBvB9H_Zjse1DH_RWUtMHLMU8TV40t3z9MtKv6DGmGBjIJ5B9ZMWnKZL4af4kXJ-8GIEB5jAS6JMoL1pK6aV0cfU2krt-3CZJfsfeIsIPRPDGGfv-DMXJmWG_xMI6hZay_KJZLffPFHP-cC3WVQ9xEouYQXcp3YhoQXkMhXD9Tt0Ofro8WwxNHpnmyVS2l295W-QyvAcR5A1UlKoCZUeEXxJsz49rZcT8GezGcf6GylM&placement=listing_profile&cs_user=unknown&cs_session=693ba094fa1e3021bb488dda93f907486906b9e5"
1103,1103,942 Flatbush Ave,Fast Food Restaurant,Brooklyn,US,40.648476,-73.958572,KFC,11226,NY,"http://www.kfc.com/,http://www.kfc.com"
1104,1104,4001 N 5th St,Fast Food,Philadelphia,US,40.011978000000006,-75.135868,KFC,19140,PA,http://www.kfc.com/
1394,1394,11670 Carmel Mountain Rd,Fast Food Restaurants,San Diego,US,32.979812,-117.08054299999999,Chick-fil-A,92128,CA,"http://chick-fil-a.com/carmelmountain,http://www.chick-fil-a.com/carmelmountain,http://www.cfarestaurant.com/carmelmountain/home"
1553,1553,208 McGuinness Blvd,Fast Food Restaurant,Brooklyn,US,40.729763,-73.950623,KFC,11222,NY,http://www.kfc.com
1556,1556,4010 82nd St,Fried Chicken Joint and Fast Food Restaurant Elmhurst,Elmhurst,US,40.747262,-73.884064,Popeyes,11373,NY,http://popeyes.com
1562,1562,3280 Peachtree Rd NE,"Fast Food Restaurant, American Restaurant, and Sandwich Place North Buckhead",Atlanta,US,33.844431,-84.371128,Chick-fil-A,30305,GA,http://chick-fil-a.com/terminusinline
1571,1571,4410 North Fwy,Fast Food Restaurant,Houston,US,29.829027000000004,-95.38047213,Chick-fil-A,77022,TX,"http://www.chick-fil-a.com/45andcrosstimbers,http://chick-fil-a.com/45andcrosstimbers"
1572,1572,7901 Bardstown Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place East Louisville",Louisville,US,38.133998999999996,-85.578739,Chick-fil-A,40291,KY,http://www.chick-fil-a.com/glenmary
1573,1573,14040 N Pennsylvania Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place Northwest Oklahoma City",Oklahoma City,US,35.61291,-97.54906,Chick-fil-A,73134,OK,"http://www.chick-fil-a.com/quailsprings,http://chick-fil-a.com/quailsprings"
1743,1743,7661 Raeford Road,Fast Food Restaurant,Fayetteville,US,35.026886,-79.052482,Bojangles,28304,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/fayetteville/7661-raeford-road.html"
1744,1744,7339 Broad River Road,Fast Food Restaurant,Irmo,US,34.095532,-81.159696,Bojangles,29063,SC,"http://www.bojangles.com,http://locations.bojangles.com/sc/columbia/7339-broad-river-road.html"
1745,1745,803 West Dixon Blvd,Fast Food Restaurant,Shelby,US,35.2826,-81.556032,Bojangles,28152,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/shelby/803-west-dixon-blvd.html"
1746,1746,930 Elmwood Ave,Fast Food,Columbia,US,34.011804,-81.042404,Bojangles,29201,SC,"http://www.bojangles.com,https://locations.bojangles.com/sc/columbia/930-elmwood-ave.html,http://locations.bojangles.com/sc/columbia/930-elmwood-ave.html"
1772,1772,1130 Alameda St,Fast Food Restaurant,Norman,US,35.218379999999996,-97.424256,Raising Cane's,73071,OK,"http://www.raisingcanes.com,http://raisingcanes.com"
1791,1791,109 Robert Smalls Pkwy,Fast Food Restaurant,Beaufort,US,32.433524,-80.71179000000001,Bojangles,29906,SC,"http://www.bojangles.com,http://locations.bojangles.com/sc/beaufort/109-robert-smalls-pkwy.html,http://www.bojangles.com/menu"
1792,1792,1196 East Jackson Blvd,Fast Food Restaurant,Jonesborough,US,36.302524,-82.455268,Bojangles,37659,TN,"http://www.bojangles.com,http://locations.bojangles.com/tn/jonesborough/1196-east-jackson-blvd.html"
1793,1793,301 Market Drive,Fast Food,Lenoir City,US,35.821548,-84.269667,Bojangles,37771,TN,http://www.bojangles.com
1794,1794,3927 Victory Blvd,Fast Food Restaurants,Portsmouth,US,36.80945,-76.358526,Bojangles,23701,VA,"http://www.bojangles.com,http://locations.bojangles.com/va/portsmouth/3927-victory-blvd.html"
1795,1795,12441 Warwick Blvd,Fast Food Restaurant,Newport News,US,37.071603,-76.493955,Bojangles,23606,VA,"http://www.bojangles.com,http://bojangles.com"
1796,1796,534 Rice Ave,Fast Food,Union,US,34.719619,-81.639211,Bojangles,29379,SC,"http://www.bojangles.com,https://locations.bojangles.com/sc/union/534-rice-ave.html,http://locations.bojangles.com/sc/union/534-rice-ave.html"
1797,1797,2514 Clements Ferry Road,Fast Food,Charleston,US,32.894794,-79.923733,Bojangles,29492,SC,http://locations.bojangles.com/sc/wando/2514-clements-ferry-road.html
1913,1913,211 Pelham Rd,Fast Food Restaurants,Greenville,US,34.863624,-82.34448499999999,Golden Chick,29615,SC,"http://locations.goldenchick.com/sc/greenville/1233,http://goldenchick.com"
2373,2373,825 Dulaney Valley Rd Ste 3285,Fast Food Restaurant,Towson,US,39.403864,-76.59874,Chick-fil-A,21204,MD,http://www.chick-fil-a.com/towsontowncenter
2374,2374,8609 Westheimer Rd,Fast Food Restaurants,Houston,US,29.736944,-95.517753,Chick-fil-A,77063,TX,"http://www.chick-fil-a.com/westheimeratfondren,http://chick-fil-a.com/,http://chick-fil-a.com/westheimeratfondren"
2674,2674,14205 Trinity Blvd,American Restaurant and Fast Food Restaurant,Fort Worth,US,32.822720000000004,-97.05834,Golden Chick,76155,TX,http://goldenchick.com
2720,2720,1880 Metropolitan Pkwy SW,Fast Food,Atlanta,US,33.7031,-84.407619,KFC,30315,GA,http://www.kfc.com/
2777,2777,2801 Guess Rd,Fast Food,Durham,US,36.030453,-78.92837,Bojangles,27705,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/durham/2801-guess-rd-.html"
2781,2781,6140 S Gun Club Rd,Fast Food,Aurora,US,39.604217,-104.716755,Wingstop,80016,CO,"http://order.wingstop.com/menu/wingstop-204-aurora-co-80016,http://www.wingstop.com"
2783,2783,14221 E Cedar Ave,Fast Food,Aurora,US,39.712897999999996,-104.823072,Wingstop,80012,CO,"http://order.wingstop.com/menu/wingstop-171-aurora-co-80012,http://www.wingstop.com"
2784,2784,1648 Decoto Rd,Fast Food,Union City,US,37.589306,-122.020772,Wingstop,94587,CA,"http://www.wingstop.com,http://order.wingstop.com/menu/wingstop-293-union-city-ca-94587"
2785,2785,1838 E Avenue J,Fast Food,Lancaster,US,34.689558,-118.096318,Wingstop,93535,CA,http://www.wingstop.com
2786,2786,1610 N 75th Ave,Fast Food,Phoenix,US,33.46672,-112.22069099999999,Wingstop,85035,AZ,"http://order.wingstop.com/menu/wingstop-271-phoenix-az-85035,http://www.wingstop.com/"
3212,3212,949 Commonwealth Ave,Fast Food,Boston,US,42.351915999999996,-71.118713,Raising Cane's,2215,MA,http://www.raisingcanes.com/
3368,3368,2992 65th St,Fast Food Restaurants,Sacramento,US,38.547127,-121.428178,Wingstop,95817,CA,http://order.wingstop.com/menu/wingstop-363-sacramento-ca-95817
3390,3390,17501 Colima Rd,Fast Food,Rowland Heights,US,33.9913,-117.9246,Wingstop,91748,CA,http://order.wingstop.com/menu/wingstop-528-city-of-industry-ca-91748
3403,3403,15242 Wallisville Rd,Fast Food Restaurants,Houston,US,29.80661,-95.16805,Wingstop,77049,TX,http://order.wingstop.com/menu/wingstop-483-houston-tx-77049
3460,3460,8 Pearson Blvd,Fast Food Restaurant and Mexican Restaurant,Gardner,US,42.56641,-71.98049,KFC,1440,MA,"http://www.kfc.com,http://tacobell.com,http://kfc.com"
3496,3496,1700 S 4th St,Fried Chicken Joint and Fast Food Restaurant,Chickasha,US,35.03297,-97.93538000000001,Chicken Express,73018,OK,http://www.chickenexpress.us
3512,3512,510 Nc Highway 9,Fast Food Restaurant,Black Mountain,US,35.610166,-82.31876,KFC,28711,NC,"http://www.kfc.com,http://kfc.com,http://www.kfc.com/"
3593,3593,12501 N Mo Pac Expy,Fast Food,Austin,US,30.418206,-97.704414,Chick-fil-A,78727,TX,http://chick-fil-a.com/
3594,3594,902 W Mcdermott Dr,Fast Food Restaurant,Allen,US,33.101734,-96.683104,Chick-fil-A,75013,TX,http://www.chick-fil-a.com/twincreeksvillage
3595,3595,3811 S Cooper St,Fast Food Restaurant and Sandwich Place,Arlington,US,32.68012,-97.129091,Chick-fil-A,76015,TX,"http://www.chick-fil-a.com/theparksatarlington,http://chick-fil-a.com/theparksatarlington,http://www.chick-fil-a.com"
3597,3597,4700 S Cooper St,"Fast Food Restaurant, American Restaurant, and Sandwich Place Southwest Arlington",Arlington,US,32.670056,-97.135188,Chick-fil-A,76017,TX,"http://www.chick-fil-a.com/southcooperstreet,http://chick-fil-a.com/southcooperstreet"
3598,3598,2000 Gallatin Pike N,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Madison,US,36.302645,-86.694854,Chick-fil-A,37115,TN,"http://www.chick-fil-a.com/rivergate,http://www.chick-fil-a.com,http://chick-fil-a.com/rivergate"
3599,3599,6564 Clinton Hwy,Fast Food Restaurant,Knoxville,US,36.007399,-84.013858,Chick-fil-A,37912,TN,"http://www.chick-fil-a.com/crownpointplaza,http://chick-fil-a.com/crownpointplaza"
3600,3600,800 S Gay St,Fast Food Restaurants,Knoxville,US,35.962623,-83.91667199999999,Chick-fil-A,37929,TN,http://www.chick-fil-a.com
3601,3601,1205 E Stone Dr,Fast Food Restaurant,Kingsport,US,36.55093,-82.528571,Chick-fil-A,37660,TN,"http://www.chick-fil-a.com,http://www.chick-fil-a.com/stonedrive"
3602,3602,2101 Fort Henry Dr,Fast Food Restaurants,Kingsport,US,36.5285,-82.519757,Chick-fil-A,37664,TN,http://www.chick-fil-a.com
3603,3603,10916 Parkside Dr,Fast Food Restaurant,Knoxville,US,35.902794,-84.147835,Chick-fil-A,37934,TN,http://www.chick-fil-a.com/turkeycreek
3604,3604,3063 Mallory Ln,Fast Food Restaurant,Franklin,US,35.94416,-86.820688,Chick-fil-A,37067,TN,http://www.chick-fil-a.com/thoroughbredsquare
3605,3605,305 Old Lebanon Dirt Rd,Fast Food Restaurant,Hermitage,US,36.191323,-86.614614,Chick-fil-A,37076,TN,"http://www.chick-fil-a.com/hermitage,http://www.chick-fil-a.com,http://chick-fil-a.com/hermitage"
3606,3606,1804 Gunbarrel Rd,Fast Food Restaurant Hickory Valley - Hamilton Place,Chattanooga,US,35.023794,-85.15864,Chick-fil-A,37421,TN,"http://www.chick-fil-a.com/gunbarrelpointe,http://chick-fil-a.com/gunbarrelpointe"
3607,3607,5560 Sunset Blvd,Fast Food Restaurants,Lexington,US,33.995546000000004,-81.224659,Chick-fil-A,29072,SC,"http://www.chick-fil-a.com/lexington,http://www.chick-fil-a.com"
3608,3608,1379 W Wade Hampton Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Greer,US,34.93929,-82.266398,Chick-fil-A,29650,SC,"http://www.chick-fil-a.com/greer,http://chick-fil-a.com/greer,http://www.chick-fil-a.com"
3609,3609,901 9th St,Fast Food Restaurant,Lancaster,US,34.708915000000005,-80.77843299999999,Chick-fil-A,29720,SC,http://www.chick-fil-a.com
3644,3644,2215 W Gentry Pkwy,Fast Food,Tyler,US,32.366732,-95.32554,KFC,75702,TX,http://kfc.com
3683,3683,229 Bush River Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place Northwest Columbia",Columbia,US,34.030953000000004,-81.0892,Chick-fil-A,29210,SC,"http://www.chick-fil-a.com/bushriverroad,http://www.chick-fil-a.com,http://chick-fil-a.com/bushriverroad"
3684,3684,10136 Two Notch Rd,Fast Food Restaurants,Columbia,US,34.116748,-80.878371,Chick-fil-A,29229,SC,http://www.chick-fil-a.com
3685,3685,2070 Sam Rittenberg Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Charleston,US,32.792246,-80.030764,Chick-fil-A,29407,SC,"http://www.chick-fil-a.com,http://chick-fil-a.com/citadelmall"
3686,3686,1665 State Hill Rd,Fast Food Restaurants,Reading,US,40.33835,-75.97251,Chick-fil-A,19610,PA,http://www.chick-fil-a.com/berkshiremall
3687,3687,461 Clairton Blvd,Fast Food Restaurant,Pittsburgh,US,40.335529,-79.94725799999999,Chick-fil-A,15236,PA,http://www.chick-fil-a.com/pleasanthills
3688,3688,6379 Hamilton Blvd,Fast Food Restaurant,Allentown,US,40.5554,-75.58183299999999,Chick-fil-A,18106,PA,http://www.chick-fil-a.com/trexlertown
3689,3689,805 Baltimore Pike,Fast Food Restaurants,Springfield,US,39.916857,-75.33369,Chick-fil-A,19064,PA,"http://www.chick-fil-a.com/springfieldpark,http://chick-fil-a.com/springfieldpark"
3690,3690,1000 Ross Park Mall Dr,Fast Food Restaurant,Pittsburgh,US,40.541146000000005,-80.006528,Chick-fil-A,15237,PA,http://www.chick-fil-a.com/rossparkmall
3691,3691,901 Market St,Fast Food,Philadelphia,US,39.951333,-75.155183,Chick-fil-A,19107,PA,http://chick-fil-a.com/
3692,3692,2204 S Columbus Blvd,Fast Food Restaurant,Philadelphia,US,39.919416999999996,-75.140662,Chick-fil-A,19148,PA,"http://www.chick-fil-a.com/columbuscommons,https://www.chick-fil-a.com/Locations/PA/Columbus-Commons"
3693,3693,280 Exton Square Mall,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Exton,US,40.030127,-75.623315,Chick-fil-A,19341,PA,http://www.chick-fil-a.com/extonsquare
3695,3695,1051 Boardman Poland Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Youngstown,US,41.024263,-80.634078,Chick-fil-A,44514,OH,"http://chick-fil-a.com/boardman,http://www.chick-fil-a.com"
3696,3696,4779 Great Northern Blvd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",North Olmsted,US,41.419311,-81.901738,Chick-fil-A,44070,OH,"http://www.chick-fil-a.com/greatnorthernblvd,http://chick-fil-a.com/greatnorthernblvd"
3697,3697,8787 Sancus Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Columbus,US,40.142638,-82.99054100000001,Chick-fil-A,43240,OH,"http://www.chick-fil-a.com/polarisparkway,http://www.chick-fil-a.com"
